"ResponseId","treatment","product","money","age","gender","field","eda_session","fam_decoy","coffee_lemonade_freq","dog_cat"
"R_2zCvtz2DHWxCndM","decoy","coffee",3,28,"Female","Business law (master) and business administration (bachelor)","Afternoon","No","Almost never.","Cat"
"R_29cqON45Ep3yz2Y","control","lemonade",7,23,"Male","Business Informatics","Afternoon","No","Once a week.","Cat"
"R_29cqON45Ep3yz2Y","control","coffee",3,23,"Male","Business Informatics","Afternoon","No","Once a week.","Cat"
"R_8ICcFNOPYWxemT7","decoy","lemonade",3,22,"Female","Business","Afternoon","No","Once a week.","Dog"
"R_8ICcFNOPYWxemT7","decoy","coffee",3,22,"Female","Business","Afternoon","No","Once a week.","Dog"
"R_8uQf0CIRgq0HtuZ","decoy","lemonade",7,21,"Male","business and economics","Afternoon","No","Three or more times a week.","Dog"
"R_8uQf0CIRgq0HtuZ","decoy","coffee",3,21,"Male","business and economics","Afternoon","No","Three or more times a week.","Dog"
"R_2s71dYqHREuG8PH","decoy","lemonade",3,20,"Female","International Business","Afternoon","No","Three or more times a week.","Dog"
"R_2s71dYqHREuG8PH","decoy","coffee",3,20,"Female","International Business","Afternoon","No","Three or more times a week.","Dog"
"R_2e5akEC5L0gIZQ5","control","lemonade",7,19,"Male","Business Informatics","Afternoon","No","Three or more times a week.","Dog"
"R_2e5akEC5L0gIZQ5","control","coffee",3,19,"Male","Business Informatics","Afternoon","No","Three or more times a week.","Dog"
"R_38IdqBuyY6At7ZF","decoy","lemonade",7,23,"Male","data","Afternoon","No","Almost never.","Cat"
"R_38IdqBuyY6At7ZF","decoy","coffee",3,23,"Male","data","Afternoon","No","Almost never.","Cat"
"R_8QyC9K6iZ27Utfv","control","lemonade",3,23,"Male","BWL","Afternoon","No","Three or more times a week.","Dog"
"R_8QyC9K6iZ27Utfv","control","coffee",7,23,"Male","BWL","Afternoon","No","Three or more times a week.","Dog"
"R_28Gtk8tl0OZNyKZ","control","lemonade",3,20,"Female","BWL","Afternoon","No","Almost never.","Dog"
"R_28Gtk8tl0OZNyKZ","control","coffee",3,20,"Female","BWL","Afternoon","No","Almost never.","Dog"
"R_2TAgUSEbrSsS8Rb","control","lemonade",3,22,"Male","Wiso","Afternoon","No","Almost never.","Cat"
"R_2TAgUSEbrSsS8Rb","control","coffee",3,22,"Male","Wiso","Afternoon","No","Almost never.","Cat"
"R_2Yd0qclDmz6SOuR","control","lemonade",7,21,"Male","BBE","Afternoon","Yes","Once a week.","Dog"
"R_2Yd0qclDmz6SOuR","control","coffee",3,21,"Male","BBE","Afternoon","Yes","Once a week.","Dog"
"R_8KIsmGo5KTeBtT5","control","lemonade",3,23,"Female","Business and Economics / Fraud Assessment","Afternoon","No","Almost never.","Dog"
"R_8KIsmGo5KTeBtT5","control","coffee",3,23,"Female","Business and Economics / Fraud Assessment","Afternoon","No","Almost never.","Dog"
"R_2CNAp4r38PnY0Rb","decoy","lemonade",7,20,"Male","Economicam informatics","Afternoon","No","Almost never.","Dog"
"R_2CNAp4r38PnY0Rb","decoy","coffee",3,20,"Male","Economicam informatics","Afternoon","No","Almost never.","Dog"
"R_2iXt16ApeuJjqBf","control","lemonade",7,21,"Male","Business and Economics","Afternoon","Yes","Almost never.","Dog"
"R_2iXt16ApeuJjqBf","control","coffee",3,21,"Male","Business and Economics","Afternoon","Yes","Almost never.","Dog"
"R_7Gxi6Wv3HPazNj6","control","lemonade",3,21,"Male","Business and Economics","Afternoon","Yes","Almost never.","Cat"
"R_7Gxi6Wv3HPazNj6","control","coffee",3,21,"Male","Business and Economics","Afternoon","Yes","Almost never.","Cat"
"R_2AYDcskxTmfwqo3","decoy","lemonade",3,20,"Male","business informatics","Afternoon","No","Almost never.","Dog"
"R_2AYDcskxTmfwqo3","decoy","coffee",3,20,"Male","business informatics","Afternoon","No","Almost never.","Dog"
"R_2L9JOGkD0E9NJ1n","control","lemonade",7,21,"Male","Business and Psychology","Afternoon","No","Once a week.","Dog"
"R_2L9JOGkD0E9NJ1n","control","coffee",3,21,"Male","Business and Psychology","Afternoon","No","Once a week.","Dog"
"R_222L5gsmKPqmHin","decoy","lemonade",7,20,"Male","Business and Economics","Afternoon","No","Once a week.","Cat"
"R_222L5gsmKPqmHin","decoy","coffee",3,20,"Male","Business and Economics","Afternoon","No","Once a week.","Cat"
